selected_text,sentiment
i wish someone would inspire me with some sexy time right now ugh but thats not gonna happen...  ugh,neutral
"i get less ideas every day, and every day",negative
Last two and know they are going to be weepies,neutral
"I guess, technically, I was still pregnant just a few months ago. Just with Alex instead of Elizabeth",neutral
saddd.,negative
freed,positive
denied,negative
Off to see Wolverine,neutral
thank,positive
"off to bed, I will have pics of the newly finished hat in the afternoon! yea its all done  Night yall!",neutral
thank God,positive
freeeeeeeeeeeeeeeezING **** im so excited to see you soooooooon!!!  lets go see 17 again AGAIN yehhaaaaaaa!,neutral
sucks,negative
What I woke up to this morning...I didn't want to leave bed.,neutral
i love,positive
they won't let me go,negative
Getting ready for work... think I'm catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,neutral
in a rather bad mood,negative
"No, rather we're OMG it's nearly Monday",neutral
besides when u come and visit ill have more room for u!,neutral
I hate driving,negative
a whole season behind the US now,neutral
nice,positive
"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral
Maybe people would start looking for us... like &quot;where's Waldo&quot; but &quot;wher,neutral
bad,negative
Thanks!,positive
im at school right now,neutral
why won't the kids sleep,negative
I see,neutral
"Old enough to know better, young enough to not CARE!",neutral
"soo bored,",negative
d fun,positive
no sleeping for me im at work   it will be summer break soon. Tell them to get there butts out of bed lo,neutral
It is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 &lt;&lt;have,neutral
like,positive
r lovely,positive
Strange there is a 99 char limit to tweets on ustream,neutral
I have boring saturday evenings,negative
"being re-admitted, at this stage for a three-night minimum with a hopeful tuesday discharge",neutral
HEADACHE,negative
SANJAYA FOREVER! HAHAHAHAHAHA!!!!,neutral
"After a week staying with my Grandmother, I'm home in Lopatcong. . Can start my new book tonight.   http://twitpic.com/4w1s0",neutral
cutest,positive
y! Congrats!,positive
Its kinda nice,positive
Oh ok..we're supposed to be going to see Star Trek on Sun for Daves b/day...at least it's not Shatner,neutral
__Cullen_ lol  emmett wont do a dance off again,neutral
I wish you were here with me right now,negative
dammit,negative
"I will, n btw happy mothers day sissy",positive
- better late than neve,positive
can you stop working so i can have someone to play with !,neutral
this dude looks well 'ard! He puts me to shame...,negative
"going to work, it's 3:30am",neutral
"setting business hours! 8am - 6pm, rush jobs will still be considered, but not the norm",neutral
i'm watching CQC a brazilian humor program,neutral
as any1 been up all night like me and now the birds are keeping you awake,neutral
well.. i just saw the dead zone for the first time. its a good TV show.  is back,neutral
wow.,positive
i'll go to the movies with you,neutral
Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  &lt;3 lurvee ya'll[,neutral
i feel like ****,negative
lucky,positive
:] AGH I just realized the band playing at Bear Garden today is one I like!,positive
some people seem to be getting over it pretty quick  and the guys to me didn't seem to care,neutral
I totally and completely agree,neutral
Not looking forward,negative
"idk lol my head hurts. rly bad. &amp; so does my stomach... hmm... personally, i think its from all the #s ive had 2 deal",negative
fun!,positive
painful.,negative
"_hawt So, how's the fitness regime coming along hehehehe",neutral
wtf,negative
headache,negative
soo boring..,negative
actually was planning on working @ w12th but alas meetings kaiboshed that plan,neutral
just couldn't remember!!,negative
e fun,positive
yea tre hood claim thats atl theme song which it aint!! lol  but its a youtube vid. that i posted yesterday,neutral
impressed,positive
r I'm excited anyway.,positive
Day to me   I,positive
what do u do when ur dads losing it mentaly and dosent remeber you,neutral
good!,positive
hmm.. idk that song.,neutral
Great,positive
absolutley gutted,negative
work soonnnnnn  it's looking rly dead today...,negative
thanks,positive
didn't like my,negative
love,positive
Zac Brown is in Virginia Beach and I'll be in NoVA,neutral
Wants to go sit in a park but should really be painting the bathroom,neutral
haha @ playing fall out boy in a bar full of older people.  they's need to be educate.,neutral
"favourtie,",positive
killing,negative
sad,negative
dont feel good,negative
on way to work,neutral
wishes her love was coming home,positive
Rest in peace ma,negative
Ugh,negative
.sorry,negative
"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",neutral
Home Friday makes me  too!!!,neutral
spending the night with mom and Tommy.. just ordered Pizza Hut.. yum!,positive
good.,positive
"ok babe gotta go back to work, tweet you later",neutral
hi.wanna see 17 again again with me ;) i'll fly to cali and see it with you,neutral
": You must rest, don't work hard  How abt Cr-chan ?",neutral
Awesome,positive
"**** straight you know what the game is, and if you've heard the tracks you'll know why I've been rocking out",positive
Dinner with the family. Watching wild child in the car,neutral
I knw maan! i was gonna say the same thing. We both would become omelettes and others would become chapathis,neutral
I'm sitting around wanting to do something  any ideas?,neutral
frustrated,negative
OHH. haha ok thanks,neutral
dear ITTO what could possibly be THAT bad? Xo,neutral
I dont care who gets mad. I like speaking my mind. Im alreadt crazy so it helps me not go off da deep edge! **** u!,negative
im allergic to cats! my tonsils get swollen and they hurt  what do i dooo?!,negative
"I love my mom, she's the best mom on the planet",positive
failing,negative
"****,",negative
I love him.,positive
thaanks!,positive
feel dpressed,negative
I was going to send you the photo by DM but can't as you not following me...,neutral
yes! it definitely paid off ... thanks 4 the advice,positive
alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,neutral
being cautious is good.,positive
quot;Ha,positive
working today.  Can't find my key so I had to borrow Miranda's.,neutral
Man my daddy left to work again  I never see him a lot I miss my daddy,negative
i guessed my leg havent healed from the old injuries  but i can still run though and kick ball! haha. but will sometimes fell a sharp pain,neutral
dogs were limping.,negative
"Every time it rains, I see at least 1 ambulance",negative
I love beans on toast. SO CUTE!,positive
e lovely,positive
Those are the things that mean the world,neutral
sorry.,negative
"have to avoid the burning desire to say I already have one  no, no room for piglets, just enough room for chucks",neutral
wow i have no friends on twitter,neutral
wtf kinda best friend am I? I *still* haven't met the hubby. That depresses me,negative
funny!,positive
great,positive
Having dinner at the crown at south moreton with David and a stroppy teenager,neutral
haha I really don't but I'm going to this workshop at school next week. Are you going? Plus my car is broken right now,neutral
relaxing night at home with best people,positive
I don't find this stuff amusing,negative
"Wow.. hope,",positive
Aww sad  now,negative
"forgot my macbook's recharger, that means nothing but Pratchett for me today",neutral
laughs,positive
"tremendously, amazing",positive
Message me to book your piercing appointment now !,neutral
depression.,negative
thanks,positive
shack idol today(: can't wait. it's gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,neutral
and jarita i'm going home now and i'm with two hot guys  drool.,neutral
good,positive
:   whatcha reading?,neutral
Back in SJ. Star Trek tonight at 9:45pm at Cinelux on Almaden.,neutral
disappointed,negative
liked,positive
blessed,positive
selling my drumset  sad day,negative
painful,negative
Disturbed. They sold the baby tiger I met in Thailand as an exotic pet. Greedy bastards,negative
Achieving a new appreciation on how a xml build script can really be painful and cumbersome,neutral
like,positive
wish,positive
_what_ did you do?  Let me guess... you skipped sports and bought a new pinkish outfit?,neutral
it was just areply on you facebook status that you were a little upset,neutral
Enjoy,positive
GREAT,positive
sighs.,negative
with red who is blue,neutral
annoyed-y,negative
I miss you too!!,negative
"I am tired tired tired, I think Im getting sick.",negative
nice!!,positive
G NO WAY,negative
hurts,negative
I'm getting more and more reactions when stroking the cat.  Now I have welts on my hands from where she caught me with her claws.,neutral
miss,negative
and I have a gentleman's agreement: Whoever wins the first match (or is it best of three?) pays for the other person's copy.,neutral
I want some cookies.,neutral
